Fecha,Cantidad,Tendencia,Estacional,Residuo,arima_Pronostico,arima_li,arima_ls,sarimax_Pronostico,sarimax_li,sarimax_ls
2019-01-01,347371.26092620683,307538.30001076317,39535.95624345963,297.00467198406113,347023.88983896613,NA,NA,347023.8905804545,NA,NA
2019-02-01,382788.89271082607,302515.14207812364,136264.6908392494,-55990.94020654698,347371.26092605427,NA,NA,382406.1063931878,NA,NA
2019-03-01,266509.7515156284,297491.9841454841,-25201.066421927568,-5781.166207928094,382788.89271082607,NA,NA,266243.2455168111,NA,NA
2019-04-01,254134.14897024093,291889.0966084173,-38172.65905868933,417.711420512991,266509.7515156284,NA,NA,253880.01925198632,NA,NA
2019-05-01,272688.43940491014,286286.20907135046,-21231.52354623884,7633.753879798518,254134.14897024093,NA,NA,272415.75594896986,NA,NA
2019-06-01,226324.69759684103,280009.19622465794,-41573.3672852599,-12111.131342557026,272688.43940491014,NA,NA,226098.37821344807,NA,NA
2019-07-01,297675.0523152936,273732.18337796535,-22450.278163253748,46393.14710058196,226324.69759684103,NA,NA,297377.38286640035,NA,NA
2019-08-01,250122.70472856693,266451.9567163869,-37345.22293413947,21015.97094631952,297675.0523152936,NA,NA,249872.58781903677,NA,NA
2019-09-01,298628.7279856402,259171.7300548085,-1256.7469060225674,40713.744836854254,250122.70472856693,NA,NA,298330.10512744327,NA,NA
2019-10-01,257765.63143064704,246355.32782665157,5731.729866729303,5678.573737266182,298628.7279856402,NA,NA,257507.87160647687,NA,NA
2019-11-01,225644.5469931952,233538.92559849468,-16205.109030872098,8310.730425572605,257765.63143064704,NA,NA,225418.90787304405,NA,NA
2019-12-01,266321.5072930652,211755.36332708775,21903.58635207564,32662.55761390179,225644.5469931952,NA,NA,266055.19074947236,NA,NA
2020-01-01,347178.1317426283,189971.80105568084,39535.95624345963,117670.37444348785,266321.5072930652,NA,NA,347263.9062986537,NA,NA
2020-02-01,385520.9103819738,168197.2119428507,136264.6908392494,81059.00759987367,347178.1317426283,NA,NA,383079.2915573832,NA,NA
2020-03-01,122970.17931040336,146422.62283002055,-25201.066421927568,1748.622902310366,385520.9103819738,NA,NA,117785.26239150816,NA,NA
2020-04-01,1263.425491792636,125984.36905385564,-38172.65905868933,-86548.28450337367,122970.17931040336,NA,NA,92649.3960521228,NA,NA
2020-05-01,1986.3575013672,105546.11527769073,-21231.52354623884,-82328.23423008466,1263.42549179263,NA,NA,27089.94690101647,NA,NA
2020-06-01,2944.374800718596,84715.31926262355,-41573.3672852599,-40197.57717664506,1986.3575013672,NA,NA,-25003.466974810668,NA,NA
2020-07-01,4778.444178003996,63884.52324755638,-22450.278163253748,-36655.80090629864,2944.374800718596,NA,NA,71059.8533697637,NA,NA
2020-08-01,6872.506000131863,50602.369588924805,-37345.22293413947,-6384.640654653471,4778.444178003996,NA,NA,-20129.85134145291,NA,NA
2020-09-01,10477.89547998098,37320.215930293234,-1256.7469060225674,-25585.573544289688,6872.506000131863,NA,NA,58849.001000125274,NA,NA
2020-10-01,16383.433056070418,33613.38417228646,5731.729866729303,-22961.680982945345,10477.89547998098,NA,NA,37745.225490603174,NA,NA
2020-11-01,24997.577777086903,29906.552414279693,-16205.109030872098,11296.134393679306,16383.433056070418,NA,NA,7831.0890783174,NA,NA
2020-12-01,38051.386987253805,31375.91547695943,21903.58635207564,-15228.114841781266,24997.577777086903,NA,NA,75649.02471419831,NA,NA
2021-01-01,48453.400424672014,32845.27853963917,39535.95624345963,-23927.834358426782,38051.386987253805,NA,NA,129216.7477837978,NA,NA
2021-02-01,43415.69421435352,35469.937258640144,136264.6908392494,-128318.93388353604,48453.400424672014,NA,NA,105734.05050606452,NA,NA
2021-03-01,34554.6576277797,38094.595977641126,-25201.066421927568,21661.128072066134,43415.69421435352,NA,NA,-36653.74421353743,NA,NA
2021-04-01,8117.174573739034,42189.234984677765,-38172.65905868933,4100.598647750594,34554.6576277797,NA,NA,-18335.276178353324,NA,NA
2021-05-01,7525.850116113397,46283.8739917144,-21231.52354623884,-17526.50032936216,8117.174573739034,NA,NA,28457.795479470744,NA,NA
2021-06-01,12605.929371234964,51229.27768140596,-41573.3672852599,2950.0189750888967,7525.850116113397,NA,NA,1695.7163770734023,NA,NA
2021-07-01,20396.65999994124,56174.681371097526,-22450.278163253748,-13327.743207902538,12605.929371234964,NA,NA,55711.04220226148,NA,NA
2021-08-01,40987.00923387129,62860.94718818017,-37345.22293413947,15471.284979830583,20396.65999994124,NA,NA,16323.205631618566,NA,NA
2021-09-01,49804.91316679321,69547.21300526282,-1256.7469060225674,-18485.55293244704,40987.00923387129,NA,NA,74500.37349454765,NA,NA
2021-10-01,63986.6306519654,79932.30667464618,5731.729866729303,-21677.40588941008,49804.91316679321,NA,NA,21050.268422095494,NA,NA
2021-11-01,85020.22329375376,90317.40034402956,-16205.109030872098,10907.931980596302,63986.6306519654,NA,NA,62145.319604944874,NA,NA
2021-12-01,99009.59979701308,103662.555343248,21903.58635207564,-26556.54189831055,85020.22329375376,NA,NA,113659.97808270383,NA,NA
2022-01-01,125822.06193313152,117007.71034246642,39535.95624345963,-30721.60465279453,99009.59979701308,NA,NA,146469.16374231427,NA,NA
2022-02-01,122329.31270458605,131075.156004616,136264.6908392494,-145010.53413927936,125822.06193313152,NA,NA,149520.23076067702,NA,NA
2022-03-01,114797.63561138064,145142.60166676555,-25201.066421927568,-5143.899633457331,122329.31270458605,NA,NA,62566.92827097938,NA,NA
2022-04-01,116331.84160234424,159397.9593961286,-38172.65905868933,-4893.458735095046,114797.63561138064,NA,NA,64542.99920291311,NA,NA
2022-05-01,176292.60712975918,173653.31712549162,-21231.52354623884,23870.8135505064,116331.84160234424,NA,NA,117751.7822957598,NA,NA
2022-06-01,169238.6397450892,187514.26347358956,-41573.3672852599,23297.743556759553,176292.60712975918,NA,NA,156250.21082353633,NA,NA
2022-07-01,208609.91656683403,201375.20982168752,-22450.278163253748,29684.98490840025,169238.6397450892,NA,NA,181583.81447845488,NA,NA
2022-08-01,178028.99727033905,213818.01515528787,-37345.22293413947,1556.2050491906705,208609.91656683403,NA,NA,192797.04127395173,NA,NA
2022-09-01,215896.41020651057,226260.82048888825,-1256.7469060225674,-9107.663376355078,178028.99727033905,NA,NA,187017.63590936785,NA,NA
2022-10-01,255153.3498267565,237356.3715747763,5731.729866729303,12065.248385250889,215896.41020651057,NA,NA,283652.06492595054,NA,NA
2022-11-01,216774.68251003843,248451.92266066436,-16205.109030872098,-15472.131119753843,255153.3498267565,NA,NA,251314.2458559943,NA,NA
2022-12-01,255402.7437773036,258397.65412871103,21903.58635207564,-24898.496703483077,216774.68251003843,NA,NA,236523.8261172523,NA,NA
2023-01-01,315246.3601129496,268343.38559675775,39535.95624345963,7367.018272732268,255402.7437773036,NA,NA,288695.71130256704,NA,NA
2023-02-01,412647.1976003908,277288.50850168243,136264.6908392494,-906.001740541018,315246.3601129496,NA,NA,319634.4872228857,NA,NA
2023-03-01,265817.27404331113,286233.6314066071,-25201.066421927568,4784.709058631619,412647.1976003908,NA,NA,350222.6775846823,NA,NA
2023-04-01,287053.89070076926,294301.2511957502,-38172.65905868933,30925.298563708377,265817.27404331113,NA,NA,229381.8039798803,NA,NA
2023-05-01,292836.6649883995,302368.87098489335,-21231.52354623884,11699.31754974497,287053.89070076926,NA,NA,302035.7748534683,NA,NA
2023-06-01,276730.0227229244,309200.10721944657,-41573.3672852599,9103.282788737735,292836.6649883995,NA,NA,275602.6315176449,NA,NA
2023-07-01,314733.13,316031.34345399984,-22450.278163253748,21152.0647092539,276730.0227229244,NA,NA,298216.382454134,NA,NA
2023-08-01,264047.42046730174,319691.1024677997,-37345.22293413947,-18298.459066358453,314733.13,NA,NA,292366.44335950294,NA,NA
2023-09-01,318962.4439136771,323350.86148159945,-1256.7469060225674,-3131.670661899785,264047.42046730174,NA,NA,285390.6662980529,NA,NA
2023-10-01,347143.1347715141,322828.36033554113,5731.729866729303,18583.044569243677,318962.4439136771,NA,NA,277209.2874855646,NA,NA
2023-11-01,308581.85459985863,322305.8591894828,-16205.109030872098,2481.1044412479387,347143.1347715141,NA,NA,319990.07167209964,NA,NA
2023-12-01,353884.8824853158,319748.7998246142,21903.58635207564,12232.496308625969,308581.85459985863,NA,NA,325062.8484800943,NA,NA
2024-01-01,416986.1963086415,317191.74045974563,39535.95624345963,60258.49960543623,353884.8824853158,NA,NA,385999.9756489073,NA,NA
2024-02-01,487261.2731637308,314744.8825261756,136264.6908392494,36251.69979830581,416986.1963086415,NA,NA,443859.8152332936,NA,NA
2024-03-01,284588.44387968624,312298.0245926056,-25201.066421927568,-2508.514290991763,487261.2731637308,NA,NA,385671.1195323736,NA,NA
2024-04-01,245026.7608266954,309600.1942933103,-38172.65905868933,-26400.77440792555,284588.44387968624,NA,NA,266773.77374359715,NA,NA
2024-05-01,245525.1459934244,306902.36399401503,-21231.52354623884,-40145.69445435179,245026.7608266954,NA,NA,261192.8938649818,NA,NA
2024-06-01,266778.8613628232,303950.0371389749,-41573.3672852599,4402.191509108234,245525.1459934244,NA,NA,233954.223680881,NA,NA
2024-07-01,262311.2099657544,300997.71028393466,-22450.278163253748,-16236.222154926509,266778.8613628232,NA,NA,295124.77769805596,NA,NA
2024-08-01,253957.1952750948,299138.27570368454,-37345.22293413947,-7835.857494450291,262311.2099657544,NA,NA,235460.14428744407,NA,NA
2024-09-01,312628.3482842507,297278.8411234345,-1256.7469060225674,16606.254066838766,253957.1952750948,NA,NA,288513.8974385006,NA,NA
2024-10-01,311520.87708779954,296413.60128354095,5731.729866729303,9375.5459375293,312628.3482842507,NA,NA,296802.3650168934,NA,NA
2024-11-01,277092.33586620155,295548.36144364736,-16205.109030872098,-2250.916546573688,311520.87708779954,NA,NA,284068.9470551937,NA,NA
2024-12-01,317061.690056349,294391.2681390889,21903.58635207564,766.8355651844759,277092.33586620155,NA,NA,307419.80956642865,NA,NA
2025-01-01,383494.409818391,293234.17483453045,39535.95624345963,50724.278740400914,317061.690056349,NA,NA,364456.588894726,NA,NA
2025-02-01,421815.4211715973,291466.76544491015,136264.6908392494,-5916.03511256224,383494.409818391,NA,NA,429584.1193253626,NA,NA
2025-03-01,252091.2473012188,289699.35605528986,-25201.066421927568,-12407.042332143465,421815.4211715973,NA,NA,291190.1584873972,NA,NA
2025-04-01,248442.88860173253,287819.6388327846,-38172.65905868933,-1204.091172362736,252091.2473012188,NA,NA,230091.36874208695,NA,NA
2025-05-01,266726.0808263097,285939.9216102794,-21231.52354623884,2017.6827622691053,248442.88860173253,NA,NA,258619.8382231007,NA,NA
2025-06-01,242825.80537852197,284366.4174755857,-41573.3672852599,32.75518819614081,266726.0808263097,NA,NA,264520.730754549,NA,NA
2025-07-01,247542.96586528295,282792.91334089194,-22450.278163253748,-12799.669312355223,242825.80537852197,NA,NA,262028.6879751955,NA,NA
2025-08-01,240258.63308295092,281313.7565376959,-37345.22293413947,-3709.900520605501,247542.96586528295,NA,NA,228941.19411655804,NA,NA
2025-09-01,289462.8533154394,279834.5997344999,-1256.7469060225674,10885.00048696209,240258.63308295092,NA,NA,284950.14033960504,NA,NA
2025-10-01,279865.7214853305,278457.4943388869,5731.729866729303,-4323.502720285731,289462.8533154394,NA,NA,281447.6622438713,NA,NA
2025-11-01,244533.9132777133,277080.3889432739,-16205.109030872098,-16341.366634688544,279865.7214853305,NA,NA,253384.76341933143,NA,NA
2025-12-01,322260.9009280663,275791.33696636,21903.58635207564,24565.97760963067,244533.9132777133,NA,NA,281948.7606170989,NA,NA
2026-01-01,NA,NA,NA,NA,322260.9009280663,206550.2867585284,437971.51509760413,375882.3953136198,298560.1521395488,453204.6384876908
2026-02-01,NA,NA,NA,NA,322260.9009280663,158621.3810589854,485900.4207971472,420039.446899373,316584.0645472905,523494.8292514555
2026-03-01,NA,NA,NA,NA,322260.9009280663,121844.23821142744,522677.5636447051,275663.6011949352,155486.40031992857,387545.2876596161
2026-04-01,NA,NA,NA,NA,322260.9009280663,90839.67258899054,553682.129267142,257605.87632679148,125687.2730358256,335261.45536136365
2026-05-01,NA,NA,NA,NA,322260.9009280663,63524.10192672923,580997.6999294034,269660.45910747873,129142.56092831049,365081.8327094406
2026-06-01,NA,NA,NA,NA,322260.9009280663,38828.9383886414,605692.8634674912,259390.70543669703,115324.774259256,345974.322777768
